offset,original_text,original_length,padding_available,real_max_length,encoding,category,translation,notes
0x001B404B,  Luminocanon,13,2,15,pokemon,other,,
0x001B4061,      Picore,12,7,19,pokemon,other,,
0x001B406E,      Exuviation,16,3,19,pokemon,other,,
0x001B407F,  PoudreFureur,14,1,15,pokemon,other,,
0x001B409B,Coqui-Lame,10,3,13,pokemon,other,,
0x001B40A6,  Photocopie,12,3,15,pokemon,other,,
0x001B40B6,il Miracle,10,2,12,pokemon,other,,
0x001B40C1, Coup Bas,9,5,14,pokemon,other,,
0x001B40D0,bullition,9,3,12,pokemon,other,,
0x001B40DA,  Saumure,9,6,15,pokemon,other,,
0x001B40F0,rique,5,1,6,pokemon,other,,
0x001B40F6,RegarTouchnt,12,1,13,pokemon,other,,
0x001B4105,linerie,7,4,11,pokemon,other,,
0x001B410D,   Pouv.Lunaire,15,1,16,pokemon,other,,
0x001B411D,Vampibaiser,11,2,13,pokemon,other,,
0x001B412B,clatMagique,11,1,12,pokemon,other,,
0x001B413F,leuz,4,1,5,pokemon,other,,
0x001B4147,ge de Roc,9,1,10,pokemon,other,,
0x001B4151,Pics Toxik,10,3,13,pokemon,location,,
0x001B4160,u Soin,6,5,11,pokemon,other,,
0x001B4167,    Danse Lune,14,3,17,pokemon,other,,
0x001B4185,Bang Sonique,12,1,13,pokemon,location,,
0x001B4192,Calcination,11,2,13,pokemon,other,,
0x001B419E, Soucigraine,12,2,14,pokemon,other,,
0x001B41AB, Suc Digestif,13,1,14,pokemon,other,,
0x001B41C6,GardeFlorale,12,1,13,pokemon,other,,
0x001B41D3,Fertilisatio,12,1,13,pokemon,other,,
0x001B41E0,Chgt Vitesse,12,1,13,pokemon,location,,
0x001B41ED,ToileGluante,12,1,13,pokemon,other,,
0x001B4207,Acupression,11,2,13,pokemon,other,,
0x001B4213, Punition,9,5,14,pokemon,other,,
0x001B421D,    Assurance,13,4,17,pokemon,other,,
0x001B422B,   Draco-Charge,15,1,16,pokemon,other,,
0x001B423B,Trou Noir,9,4,13,pokemon,location,,
0x001B4245,   Ruse,7,9,16,pokemon,other,,
0x001B424D,        Hantise,15,6,21,pokemon,other,,
0x001B4267,tFloral,7,1,8,pokemon,other,,
0x001B426F,Camaraderie,11,2,13,pokemon,other,,
0x001B427B, Hurle-Temps,12,2,14,pokemon,other,,
0x001B4288, Spatio-Rift,12,2,14,pokemon,other,,
0x001B4295, Vortex Magma,13,1,14,pokemon,other,,
0x001B42A3,Tout ou Rien,12,1,13,pokemon,location,,
0x001B42B0,Revenant,8,5,13,pokemon,other,,
0x001B42B9,    FrotFrimouss,16,1,17,pokemon,other,,
0x001B42CA,Vengeance,9,4,13,pokemon,other,,
0x001B42D4,   Fulmifer,11,5,16,pokemon,other,,
0x001B42E0,    Jugement,12,5,17,pokemon,other,,
0x001B42ED,    Lyophilisat.,16,1,17,pokemon,other,,
0x001B42FE,Choc Psy,8,5,13,pokemon,location,,
0x001B4307,    Chant Canon,15,2,17,pokemon,other,,
0x001B4317, Plumo-Queue,12,2,14,pokemon,other,,
0x001B432A,crou,4,4,8,pokemon,other,,
0x001B432F,   Don Naturel,14,2,16,pokemon,other,,
0x001B433E, Attrition,10,4,14,pokemon,other,,
0x001B4349,   Anti-Air,11,5,16,pokemon,other,,
0x001B4355,    Trou Dimens.,16,1,17,pokemon,other,,
0x001B4366,Gyroballe,9,4,13,pokemon,other,,
0x001B4370,   FurieDimens.,15,1,16,pokemon,other,,
0x001B4380,AppelAttaque,12,1,13,pokemon,other,,
0x001B4394,fense,5,1,6,pokemon,other,,
0x001B439A,Appel Soins,11,2,13,pokemon,location,,
0x001B43A9,duction,7,4,11,pokemon,other,,
0x001B43B1,   Anti-Brume,13,3,16,pokemon,other,,
0x001B43BF,  Onde Origin,13,2,15,pokemon,other,,
0x001B43CD, LamePrecipic,13,1,14,pokemon,other,,
0x001B43DB,Permugarde,10,3,13,pokemon,other,,
0x001B43E6,  JetDeVapeur,13,2,15,pokemon,other,,
0x001B43F4, Fulmifer,9,5,14,pokemon,other,,
0x001B4408,Abord,5,2,7,pokemon,other,,
0x001B440E, Permuforce,11,3,14,pokemon,other,,
0x001B441A,  Astuce Force,14,1,15,pokemon,other,,
0x001B442A,change Psy,10,2,12,pokemon,other,,
0x001B4435, Essorage,9,5,14,pokemon,other,,
0x001B443F,    Bouclr Royal,16,1,17,pokemon,other,,
0x001B4450,Frappe Psy,10,3,13,pokemon,location,,
0x001B4461,gement,6,3,9,pokemon,other,,
0x001B4468,  OrageAdamant,14,1,15,pokemon,other,,
0x001B4477,Cradovague,10,3,13,pokemon,other,,
0x001B4482,  Tacle Lourd,13,2,15,pokemon,other,,
0x001B4490, Synchropeine,13,1,14,pokemon,other,,
0x001B44A9,  Tricherie,11,4,15,pokemon,other,,
0x001B44B5,   Ten-Danse,12,4,16,pokemon,other,,
0x001B44C2,   Explonuit,12,4,16,pokemon,other,,
0x001B44D7,        ForceChtonin,20,1,21,pokemon,other,,
0x001B44F1,Ailes,5,3,8,pokemon,other,,
0x001B4503,   Presse,9,7,16,pokemon,other,,
0x001B450D,      Lame Sainte,17,2,19,pokemon,other,,
0x001B451F, Tacle Feu,10,4,14,pokemon,other,,
0x001B4535,     TechnoBuster,17,1,18,pokemon,other,,
0x001B4547,ChantAntique,12,1,13,pokemon,other,,
0x001B4554,Lame Ointe,10,3,13,pokemon,location,,
0x001B4562,reGlaciaire,11,1,12,pokemon,other,,
0x001B456E,ChargeFoudre,12,1,13,pokemon,other,,
0x001B457B,Flamme Bleue,12,1,13,pokemon,location,,
0x001B459F,   CoupVictoire,15,1,16,pokemon,other,,
0x001B45AF,Flamme Croix,12,1,13,pokemon,location,,
0x001B45BD,clair Croix,11,1,12,pokemon,other,,
0x001B45C9,Dard Mortel,11,2,13,pokemon,location,,
0x001B45E0,   Draco Ascens,15,1,16,pokemon,other,,
0x001B45F0,Dernier Mot,11,2,13,pokemon,location,,
0x001B45FC, Renversement,13,1,14,pokemon,other,,
0x001B4617,Babil,5,8,13,pokemon,other,,
0x001B461D,       Confidence,17,3,20,pokemon,other,,
0x001B462F,  Sheauriken,12,3,15,pokemon,other,,
0x001B4652,fense,5,1,6,pokemon,other,,
0x001B465E,trangs,6,1,7,pokemon,other,,
0x001B4665,Retenue,7,6,13,pokemon,other,,
0x001B4677,lement,6,2,8,pokemon,other,,
0x001B467E, Poing Boost,12,2,14,pokemon,other,,
0x001B4694,ches,4,1,5,pokemon,other,,
0x001B4699,Myria-Vagues,12,1,13,pokemon,dialogue,,
0x001B46A6,Parabocharge,12,1,13,pokemon,other,,
0x001B46B3,Incendie,8,5,13,pokemon,other,,
0x001B46BC,    Fulmigraine,15,2,17,pokemon,other,,
0x001B46CC, Vif Roc,8,6,14,pokemon,other,,
0x001B46D5,     Ancrage,12,6,18,pokemon,other,,
0x001B46E2,     Voile Aurore,17,1,18,pokemon,other,,
0x001B46F4,Blockhaus,9,4,13,pokemon,other,,
0x001B46FE,   Bec-Canon,12,4,16,pokemon,other,,
0x001B470B,   Centrifugifl,15,1,16,pokemon,other,,
0x001B471B,FlammeUltime,12,1,13,pokemon,other,,
0x001B472D,caille,6,2,8,pokemon,other,,
0x001B4734, Dark Lariat,12,2,14,pokemon,other,,
0x001B4741, DracoMarteau,13,1,14,pokemon,other,,
0x001B474F,Fouet de Feu,12,1,13,pokemon,location,,
0x001B475C,Escarmouche,11,2,13,pokemon,other,,
0x001B4768, Canon Floral,13,1,14,pokemon,other,,
0x001B4776,Soin Floral,11,2,13,pokemon,location,,
0x001B4782, Engrenage,10,4,14,pokemon,other,,
0x001B478D,   CavalrieLrde,15,1,16,pokemon,other,,
0x001B479D,MarteauGlace,12,1,13,pokemon,other,,
0x001B47AA,Affilage,8,5,13,pokemon,other,,
0x001B47B3,    Feuillage,13,4,17,pokemon,other,,
0x001B47D0, Furie-Bond,11,3,14,pokemon,other,,
0x001B47DC,  RayonSpectrl,14,1,15,pokemon,other,,
0x001B47EB,CoupVariaTyp,12,1,13,pokemon,other,,
0x001B47F8,IreDLaNature,12,1,13,pokemon,other,,
0x001B4805,Boule Pollen,12,1,13,pokemon,location,,
0x001B4812,Arrogance,9,4,13,pokemon,other,,
0x001B481C,   Laser Prisme,15,1,16,pokemon,other,,
0x001B482C,Psycho-Croc,11,2,13,pokemon,other,,
0x001B4838, Purification,13,1,14,pokemon,other,,
0x001B484D,veil,4,2,6,pokemon,other,,
0x001B4852, Os Ombre,9,5,14,pokemon,other,,
0x001B4873,Sable,5,2,7,pokemon,other,,
0x001B4879, Estocorne,10,4,14,pokemon,other,,
0x001B4884,   Lame Solaire,15,1,16,pokemon,other,,
0x001B489C,cume,4,1,5,pokemon,other,,
0x001B48AE,Permuvitesse,12,1,13,pokemon,other,,
0x001B48BB,Tisse Ombre,11,2,13,pokemon,location,,
0x001B48C7, Projecteur,11,3,14,pokemon,other,,
0x001B48D8,pignement,9,1,10,pokemon,other,,
0x001B48E2,Vole-Force,10,3,13,pokemon,other,,
0x001B490C,cu-Son,6,4,10,pokemon,other,,
0x001B4913,   Fil Toxique,14,2,16,pokemon,other,,
0x001B4922, BotteSucret.,13,1,14,pokemon,other,,
0x001B4931,lectrikipik,11,1,12,pokemon,other,,
0x001B4944,lektr,5,1,6,pokemon,other,,
0x001B494A,Champ Herbu,11,2,13,pokemon,location,,
0x001B4956, ChampBrumeux,13,1,14,pokemon,other,,
0x001B4964,ChampPsychik,12,1,13,pokemon,other,,
0x001B4978,Herbe,5,1,6,pokemon,other,,
0x001B497E,Aire de Feu,11,2,13,pokemon,location,,
0x001B4996,  Distorsion,12,3,15,pokemon,other,,
0x001B49A3,  Zone Magique,14,1,15,pokemon,other,,
0x001B49B8,trange,6,1,7,pokemon,other,,
0x001B49BF,Vigilance,9,4,13,pokemon,other,,
0x001B49C9,   Tatamigaeshi,15,1,16,pokemon,other,,
0x001B49DC,vention,7,3,10,pokemon,other,,
0x001B49E4,  Garde Large,13,2,15,pokemon,other,,
0x001B49F2, Anneau Hydro,13,1,14,pokemon,other,,
0x001B4A00,BrumCapiteus,12,1,13,pokemon,other,,
0x001B4A0E,ructation,9,3,12,pokemon,other,,
0x001B4A18,  Passe-Cadeau,14,1,15,pokemon,other,,
0x001B4A29,gommage,7,4,11,pokemon,other,,
0x001B4A31,   Flying Press,15,1,16,pokemon,other,,
0x001B4A49,     PartageGarde,17,1,18,pokemon,other,,
0x001B4A5B,Anti-Soin,9,4,13,pokemon,other,,
0x001B4A6A,l. Plasmik,10,1,11,pokemon,other,,
0x001B4A75,Air Veinard,11,2,13,pokemon,location,,
0x001B4A9F,eDePoudre,9,1,10,pokemon,other,,
0x001B4AA9,PartageForce,12,1,13,pokemon,other,,
0x001B4AB6,Copie-Type,10,3,13,pokemon,other,,
0x001B4AC1,  Rayon Simple,14,1,15,pokemon,other,,
0x001B4AD2,trempage,8,3,11,pokemon,other,,
0x001B4AE9, Halloween,10,4,14,pokemon,other,,
0x001B4AFA,geDeVenin,9,1,10,pokemon,other,,
0x001B4B08,f.Sylvin,8,1,9,pokemon,other,,
0x001B4B11,CabocheKBoum,12,1,13,pokemon,other,,
0x001B4B1E,Photo-Geyser,12,1,13,pokemon,other,,
0x001B4B2B,Plasma Punch,12,1,13,pokemon,location,,
0x001B4B39,lectrisatio,11,1,12,pokemon,other,,
0x001B4B45,Embargo,7,6,13,pokemon,other,,
0x001B4B6A,  Atout,7,8,15,pokemon,other,,
0x001B4B7D,s Vous,6,3,9,pokemon,other,,
0x001B4B84,  Sommation,11,4,15,pokemon,other,,
0x001B4B94, la Queue,9,3,12,pokemon,other,,
0x001B4BA1,trennes,7,5,12,pokemon,other,,
0x001B4BAE,crousDPoing,11,1,12,pokemon,other,,
0x001B4BBA,DrnierRecour,12,1,13,pokemon,other,,
0x001B4BC7,Chute Libre,11,2,13,pokemon,location,,
0x001B4BD8,bration,7,2,9,pokemon,other,,
0x001B4BE0, MainsJointes,13,1,14,pokemon,other,,
0x001B4BEE,CanonDynamax,12,1,13,pokemon,other,,
0x001B4C01,cision,6,1,7,pokemon,other,,
0x001B4C08,Croque Fort,11,2,13,pokemon,location,,
0x001B4C1B,Joues,5,2,7,pokemon,other,,
0x001B4C21, UltimBastion,13,1,14,pokemon,other,,
0x001B4C2F,Goudronnage,11,2,13,pokemon,other,,
0x001B4C3B, Poudre Magik,13,1,14,pokemon,other,,
0x001B4C51,ches,4,1,5,pokemon,other,,
0x001B4C5B,monie,5,3,8,pokemon,other,,
0x001B4C61,  Octoprise,11,4,15,pokemon,other,,
0x001B4C6D,   Prise de Bec,15,1,16,pokemon,other,,
0x001B4C7D,Branchicrok,11,2,13,pokemon,other,,
0x001B4C96, Dracacophnie,13,1,14,pokemon,other,,
0x001B4CA4,Big Splash,10,3,13,pokemon,location,,
0x001B4CAF,  Nappage,9,6,15,pokemon,other,,
0x001B4CB9,     TambourBatt.,17,1,18,pokemon,other,,
0x001B4CCB,Troquenard,10,3,13,pokemon,other,,
0x001B4CE5,GldiusMaxims,12,1,13,pokemon,other,,
0x001B4CF2,Aegis Maxima,12,1,13,pokemon,location,,
0x001B4CFF,Roue Libre,10,3,13,pokemon,location,,
0x001B4D0A,  Abattage,10,5,15,pokemon,other,,
0x001B4D15,    Tapotige,12,5,17,pokemon,other,,
0x001B4D22,    Overdrive,13,4,17,pokemon,other,,
0x001B4D30,   AcideMalique,15,1,16,pokemon,other,,
0x001B4D40,Force G,7,6,13,pokemon,location,,
0x001B4D53,motion,6,1,7,pokemon,other,,
0x001B4D66, FontainDeVie,13,1,14,pokemon,other,,
0x001B4D74,Blocage,7,6,13,pokemon,other,,
0x001B4D7C,     Fourbette,14,4,18,pokemon,other,,
0x001B4D8B,   JouteAstrale,15,1,16,pokemon,other,,
0x001B4D9B,Laz.Infinimx,12,1,13,pokemon,other,,
0x001B4DAA,talaser,7,4,11,pokemon,other,,
0x001B4DB2,   VastePouvoir,15,1,16,pokemon,other,,
0x001B4DC4,talliroue,9,2,11,pokemon,other,,
0x001B4DD6,cail.,5,1,6,pokemon,other,,
0x001B4DE9,Kokiyarme,9,4,13,pokemon,other,,
0x001B4DF3,   Explo-Brume,14,2,16,pokemon,other,,
0x001B4E09,Herbe,5,2,7,pokemon,other,,
0x001B4E0F, MonteTension,13,1,14,pokemon,other,,
0x001B4E1D,Chmplificatn,12,1,13,pokemon,other,,
0x001B4E2A,RavagRampant,12,1,13,pokemon,other,,
0x001B4E37,Feu Envieux,11,2,13,pokemon,location,,
0x001B4E43, CentRancunes,13,1,14,pokemon,other,,
0x001B4E51,EspritFrapp.,12,1,13,pokemon,other,,
0x001B4E5E,Gaz Corrosif,12,1,13,pokemon,location,,
0x001B4E6B,Coaching,8,5,13,pokemon,other,,
0x001B4E74,    Eau Revoir,14,3,17,pokemon,other,,
0x001B4E83,  Triple Axel,13,2,15,pokemon,other,,
0x001B4E9F,Sable Ardent,12,1,13,pokemon,location,,
0x001B4EAC,SelveSalvat.,12,1,13,pokemon,other,,
0x001B4EB9,Poing Obscur,12,1,13,pokemon,location,,
0x001B4EC6,TorrentDCoup,12,1,13,pokemon,other,,
0x001B4EE0,CoupFulgurnt,12,1,13,pokemon,other,,
0x001B4EED,FureurArdent,12,1,13,pokemon,other,,
0x001B4EFA,SortSinistre,12,1,13,pokemon,other,,
0x001B4F1A,nergie,6,1,7,pokemon,other,,
0x001B4F22,clatSpectr.,11,1,12,pokemon,other,,
0x001B4F2E,LanceDeGlace,12,1,13,pokemon,other,,
0x001B4F3B,GrifFunestes,12,1,13,pokemon,other,,
0x001B4F48,Sprint Boucl,12,1,13,pokemon,location,,
0x001B4F56,changeForce,11,1,12,pokemon,other,,
0x001B4F62,Hache Pierre,12,1,13,pokemon,location,,
0x001B4F6F,Force Mystik,12,1,13,pokemon,dialogue,,
0x001B4F7C,GranCourroux,12,1,13,pokemon,other,,
0x001B4F89,Aquatacle,9,4,13,pokemon,other,,
0x001B4F93,   Herblast,11,5,16,pokemon,other,,
0x001B4F9F,    BiseGlaciair,16,1,17,pokemon,other,,
0x001B4FB0,Danse Vict.,11,2,13,pokemon,location,,
0x001B4FBC, AssautFront.,13,1,14,pokemon,other,,
0x001B4FCA,Multitoxik,10,3,13,pokemon,other,,
0x001B4FD5,  Ailes Psycho,14,1,15,pokemon,other,,
0x001B501F,Lames,5,1,6,pokemon,other,,
0x001B5025,TyphHivernal,12,1,13,pokemon,other,,
0x001B5032,TyphFulgurnt,12,1,13,pokemon,other,,
0x001B503F,TyphPyrosabl,12,1,13,pokemon,other,,
0x001B504C,TyphPassion,11,2,13,pokemon,other,,
0x001B505D,re Luna.,8,1,9,pokemon,other,,
0x001B5066,Xtravaillanc,12,1,13,pokemon,other,,
0x001B5073,Z-Move 1,8,5,13,pokemon,location,,
0x001B507C,    Z-Move 2,12,5,17,pokemon,other,,
0x001B5089,    Z-Move 3,12,5,17,pokemon,other,,
0x001B5096,    Z-Move 4,12,5,17,pokemon,other,,
0x001B50A3,    Z-Move 5,12,5,17,pokemon,other,,
0x001B50B0,    Z-Move 6,12,5,17,pokemon,other,,
0x001B50BD,    Z-Move 7,12,5,17,pokemon,other,,
0x001B50CA,    Z-Move 8,12,5,17,pokemon,other,,
0x001B50D7,    Z-Move 9,12,5,17,pokemon,other,,
0x001B50E4,    Z-Move 10,13,4,17,pokemon,other,,
0x001B50F2,   Z-Move 11,12,4,16,pokemon,other,,
0x001B50FF,   Z-Move 12,12,4,16,pokemon,other,,
0x001B510C,   Z-Move 13,12,4,16,pokemon,other,,
0x001B5119,   Z-Move 14,12,4,16,pokemon,other,,
0x001B5126,   Z-Move 15,12,4,16,pokemon,other,,
0x001B5133,   Z-Move 16,12,4,16,pokemon,other,,
0x001B5140,   Z-Move 17,12,4,16,pokemon,other,,
0x001B514D,   Z-Move 18,12,4,16,pokemon,other,,
0x001B515A,   Z-Move 19,12,4,16,pokemon,other,,
0x001B5167,   Z-Move 20,12,4,16,pokemon,other,,
0x001B5174,   Z-Move 21,12,4,16,pokemon,other,,
0x001B5181,   Z-Move 22,12,4,16,pokemon,other,,
0x001B518E,   Z-Move 23,12,4,16,pokemon,other,,
0x001B519B,   Z-Move 24,12,4,16,pokemon,other,,
0x001B51A8,   Z-Move 25,12,4,16,pokemon,other,,
0x001B51B5,   Z-Move 26,12,4,16,pokemon,other,,
0x001B51C2,   Z-Move 27,12,4,16,pokemon,other,,
0x001B51CF,   Z-Move 28,12,4,16,pokemon,other,,
0x001B51DC,   Z-Move 29,12,4,16,pokemon,other,,
0x001B51E9,   Z-Move 30,12,4,16,pokemon,other,,
0x001B51F6,   Z-Move 31,12,4,16,pokemon,other,,
0x001B5203,   Z-Move 32,12,4,16,pokemon,other,,
0x001B5210,   Z-Move 33,12,4,16,pokemon,other,,
0x001B521D,   Z-Move 34,12,4,16,pokemon,other,,
0x001B522A,   Z-Move 35,12,4,16,pokemon,other,,
0x001B5237,   Z-Move 36,12,4,16,pokemon,other,,
0x001B5244,   Z-Move 37,12,4,16,pokemon,other,,
0x001B5251,   Z-Move 38,12,4,16,pokemon,other,,
0x001B525E,   Z-Move 39,12,4,16,pokemon,other,,
0x001B526B,   Z-Move 40,12,4,16,pokemon,other,,
0x001B5278,   Z-Move 41,12,4,16,pokemon,other,,
0x001B5285,   Z-Move 42,12,4,16,pokemon,other,,
0x001B5292,   Z-Move 43,12,4,16,pokemon,other,,
0x001B529F,   Z-Move 44,12,4,16,pokemon,other,,
0x001B52AC,   Z-Move 45,12,4,16,pokemon,other,,
0x001B52B9,   Z-Move 46,12,4,16,pokemon,other,,
0x001B52C6,   Z-Move 47,12,4,16,pokemon,other,,
0x001B52D3,   Z-Move 48,12,4,16,pokemon,other,,
0x001B52E0,   Z-Move 49,12,4,16,pokemon,other,,
0x001B52ED,   Z-Move 50,12,4,16,pokemon,other,,
0x001B52FA,   Z-Move 51,12,4,16,pokemon,other,,
0x001B5307,   Z-Move 52,12,4,16,pokemon,other,,
0x001B5314,   Z-Move 53,12,4,16,pokemon,other,,
0x001B5321,   Gardomax,11,5,16,pokemon,other,,
0x001B532D,    Normalomax,14,3,17,pokemon,other,,
0x001B533C,  Normalomax,12,3,15,pokemon,other,,
0x001B5349,  Pugilomax,11,4,15,pokemon,other,,
0x001B5355,   Pugilomax,12,4,16,pokemon,other,,
0x001B5367,romax,5,6,11,pokemon,other,,
0x001B5374,romax,5,6,11,pokemon,other,,
0x001B537A,     Toxinomax,14,4,18,pokemon,other,,
0x001B5389,   Toxinomax,12,4,16,pokemon,other,,
0x001B5396,   Sismomax,11,5,16,pokemon,other,,
0x001B53A2,    Sismomax,12,5,17,pokemon,other,,
0x001B53AF,    Lithomax,12,5,17,pokemon,other,,
0x001B53BC,    Lithomax,12,5,17,pokemon,other,,
0x001B53C9,    Insectomax,14,3,17,pokemon,other,,
0x001B53D8,  Insectomax,12,3,15,pokemon,other,,
0x001B53E5,  Spectromax,12,3,15,pokemon,other,,
0x001B53F2,  Spectromax,12,3,15,pokemon,other,,
0x001B5403,tallomax,8,3,11,pokemon,other,,
0x001B5410,tallomax,8,3,11,pokemon,other,,
0x001B5419,  Pyromax,9,6,15,pokemon,other,,
0x001B5423,     Pyromax,12,6,18,pokemon,other,,
0x001B5430,     Hydromax,13,5,18,pokemon,other,,
0x001B543E,    Hydromax,12,5,17,pokemon,other,,
0x001B544B,    Phytomax,12,5,17,pokemon,other,,
0x001B5458,    Phytomax,12,5,17,pokemon,other,,
0x001B5465,    Fulguromax,14,3,17,pokemon,other,,
0x001B5474,  Fulguromax,12,3,15,pokemon,other,,
0x001B5481,  Psychomax,11,4,15,pokemon,other,,
0x001B548D,   Psychomax,12,4,16,pokemon,other,,
0x001B549A,   Cryomax,10,6,16,pokemon,other,,
0x001B54A5,     Cryomax,12,6,18,pokemon,other,,
0x001B54B2,     Dracomax,13,5,18,pokemon,other,,
0x001B54C0,    Dracomax,12,5,17,pokemon,other,,
0x001B54CD,    Sinistromax,15,2,17,pokemon,other,,
0x001B54DD, Sinistromax,12,2,14,pokemon,other,,
0x001B54EA, Enchantomax,12,2,14,pokemon,other,,
0x001B54F7, Enchantomax,12,2,14,pokemon,other,,
0x001B5504, Fouet,6,8,14,pokemon,other,,
0x001B550B,       Fouet,12,8,20,pokemon,other,,
0x001B5518,       Fournaise,16,4,20,pokemon,other,,
0x001B5529,   Fournaise,12,4,16,pokemon,other,,
0x001B5536,   Canonnade,12,4,16,pokemon,other,,
0x001B5543,   Canonnade,12,4,16,pokemon,other,,
0x001B5550,   Illusion,11,5,16,pokemon,other,,
0x001B555C,    Illusion,12,5,17,pokemon,other,,
0x001B5569,    Foudre,10,7,17,pokemon,other,,
0x001B5574,      Foudre,12,7,19,pokemon,other,,
0x001B5581,      Pactole,13,6,19,pokemon,other,,
0x001B558F,     Pactole,12,6,18,pokemon,other,,
0x001B559C,     Frappe,11,7,18,pokemon,other,,
0x001B55A8,      Frappe,12,7,19,pokemon,other,,
0x001B55B5,      Hantise,13,6,19,pokemon,other,,
0x001B55C3,     Hantise,12,6,18,pokemon,other,,
0x001B55D0,     Bulles,11,7,18,pokemon,other,,
0x001B55DC,      Bulles,12,7,19,pokemon,other,,
0x001B55F1,sonance,7,4,11,pokemon,other,,
0x001B55FE,sonance,7,4,11,pokemon,other,,
0x001B5625,colte,5,6,11,pokemon,other,,
0x001B5632,colte,5,6,11,pokemon,other,,
0x001B5638,     Pestilence,15,3,18,pokemon,other,,
0x001B5648,  Pestilence,12,3,15,pokemon,other,,
0x001B5655,  Fonte,7,8,15,pokemon,other,,
0x001B565D,       Fonte,12,8,20,pokemon,other,,
0x001B566A,       Percussion,17,3,20,pokemon,other,,
0x001B567C,  Percussion,12,3,15,pokemon,other,,
0x001B5689,  Pyroball,10,5,15,pokemon,other,,
0x001B5694,    Pyroball,12,5,17,pokemon,other,,
0x001B56A7,chette,6,5,11,pokemon,other,,
0x001B56B4,chette,6,5,11,pokemon,other,,
0x001B56D7,  Ondes,7,23254,23261,pokemon,other,,
0x001BC334,"Which of our services do you wish
to use?",41,1,42,pokemon,dialogue,,
0x001BC392,"mon with another player
using a GBA Game Link cable.",52,1,53,pokemon,description,,
0x001BC3C7,"You may battle another Trainer
using a GBA Game Link cable.",59,1,60,pokemon,dialogue,,
0x001BC4C6, Cancel,7,1,8,pokemon,system,,
0x001BC68A,Please do visit again.,22,1,23,pokemon,other,,
0x001BCB42,Cancels the selected MENU item.,31,1,32,pokemon,system,,
0x001BCCA8,Please do come again.,21,1,22,pokemon,other,,
0x001BD338,"Which Battle Mode would you like
to play?",41,1,42,pokemon,dialogue,,
0x001BD502,"mon
in battle at a time.",24,1,25,pokemon,other,,
0x001BDFE3,"This tree looks like it can be cut
down!",40,1,41,pokemon,dialogue,,
0x001BE100,"mon
may be able to smash it.",28,1,29,pokemon,other,,
0x001BE20F,"s Strength made it
possible to move boulders around!",52,1,53,pokemon,dialogue,,
0x001BE262,"mon
may be able to push it aside.",33,1,34,pokemon,description,,
0x001BE284,"Strength made it possible to move
boulders around.",50,1,51,pokemon,description,,
0x001BE30A,"A wall of water is crashing down
with a mighty roar.",52,1,53,pokemon,description,,
0x001BFB5A,Huh?,4,1,5,pokemon,dialogue,,
0x001C0DC9,"mon
books.",10,1,11,pokemon,other,,
0x001C0DF1,A Town Map.,11,1,12,pokemon,location,,
0x001C0E0E,mon stuff!,10,1,11,pokemon,dialogue,,
0x001C0E19,"Dishes and plates are neatly
lined up.",38,1,39,pokemon,description,,
0x001C0E5E,s been cooking here.,20,1,21,pokemon,other,,
0x001C0E76,"s a nicely made dresser.
It will hold a lot of stuff.",53,1,54,pokemon,description,,
0x001C0EEE,mon Mart,8,1,9,pokemon,other,,
0x001C0F0E,mon Center,10,1,11,pokemon,other,,
0x001C0F99,"It should be packed with all kinds
of delicious things to eat.",62,1,63,pokemon,description,,
0x001C1060,"What could this machine be?
Better not mess around with it!",59,1,60,pokemon,dialogue,,
0x001C1217,"Lights in different colors are
flashing on and off.",51,1,52,pokemon,description,,
0x001C1276,"s a machine of some sort.
It sure is impressive.",48,1,49,pokemon,description,,
0x001C55C9,Would you like to save the game?,32,1,33,pokemon,dialogue,,
0x001C55EA,"There is already a saved file.
Is it okay to overwrite it?",58,1,59,pokemon,dialogue,,
0x001C5631,T TURN OFF THE POWER.,21,1,22,pokemon,other,,
0x001C5649, saved the game.,16,1,17,pokemon,system,,
0x001C570A,"Are you sure you want to save now
and overwrite the other save file?",68,1,69,pokemon,dialogue,,
0x00236632,"These goggles protect the holder 
from both weather-related damage
and powder.",78,240,318,pokemon,description,,
0x00236C5C,"mon. It
is a stone tablet that boosts the
power of Fighting-type moves.",71,1,72,pokemon,description,,
0x00236CC0,"mon. It
is a stone tablet that boosts the
power of Flying-type moves.",69,1,70,pokemon,description,,
