# combined_it.txt — Italian translations for Pokémon Unbound (EN→IT)
#
# Same format as combined_fr.txt:  <offset_hex>: <text_IT>
#   \n  -> line break        \l -> <0xFA> (scroll)      \p -> <0xFB> (clear)
# Lines starting with '#' and blank lines are ignored.
# Offsets absent from this file keep their English text.
# Last entry wins for a duplicated offset (case-insensitive).
#
# Updated from d82a9dba-d0fc-4a43-b39a-6d0e0290e64e-Italian Translations (3).json
#
0x1660052: Ognuno di loro porta una maschera\nche era il suo volto quando era\lumano.
0x1663ae6: Si rilassa in luoghi stretti e bui\ned è noto che usi la tasca o la\lborsa del suo Allenatore come nido.
0x1664647: Adora la luce del sole. Quando\nprende regolarmente il sole, cresce\lcon una colorazione vivace.
0x1664709: Sparge spore che tremolano e\nbrillano. Chiunque veda queste luci\lcade in un sonno profondo.
0x166a997: Bulbasaur
0x166d6c0: Silvally
0x166d6cb: Silvally
0x166d6d6: Silvally
0x166d6e1: Silvally
0x166d6ec: Silvally
0x166d6f7: Silvally
0x166d702: Silvally
0x166d70d: Silvally
0x166d718: Silvally
0x166d723: Silvally
0x166d72e: Silvally
0x166d739: Silvally
0x166d744: Silvally
0x166d74f: Minior
0x166d75a: Minior
0x166d765: Minior
0x166d770: Minior
0x166d77b: Minior
0x166d786: Minior
0x166d791: Minior
0x166d79c: Mimikyu
0x166d7a7: Magearna
0x166d7b2: Poipole
0x166d7bd: Naganadel
0x166d7c8: Stakataka
0x166d7d3: Blacephalon
0x166d7de: Zeraora
0x166d7e9: Necrozma
0x166d7f4: Necrozma
0x166d7ff: Necrozma
0x166d80a: Lycanroc
0x166d815: Meltan
0x166d820: Melmetal
0x166d82b: Pikachu
0x166d836: Pikachu
0x166d841: Pikachu
0x166d84c: Pikachu
0x166d857: Pikachu
0x166d862: Pikachu
0x166d86d: Pikachu
0x166d878: Pikachu
0x166d883: Pikachu
0x166d88e: Pikachu
0x166d899: Pikachu
0x166d8a4: Pikachu
0x166d8af: Pikachu
0x166d8ba: Pikachu
0x166d8c5: Pikachu
0x166d8d0: Pichu
0x166d8db: Xerneas
0x166d8e6: Grookey
0x166d8f1: Thwackey
0x166d8fc: Rillaboom
0x166d907: Scorbunny
0x166d912: Raboot
0x166d91d: Cinderace
0x166d928: Sobble
0x166d933: Drizzile
0x166d93e: Inteleon
0x166d949: Skwovet
0x166d954: Greedent
0x166d95f: Rookidee
0x166d96a: Corvisquire
0x166d975: Corviknight
0x166d980: Blipbug
0x166d98b: Dottler
0x166d996: Orbeetle
0x166d9a1: Nickit
0x166d9ac: Thievul
0x166d9b7: Gossifleur
0x166d9c2: Eldegoss
0x166d9cd: Wooloo
0x166d9d8: Dubwool
0x166d9e3: Chewtle
0x166d9ee: Drednaw
0x166d9f9: Yamper
0x166da04: Boltund
0x166da0f: Rolycoly
0x166da1a: Carkol
0x166da25: Coalossal
0x166da30: Applin
0x166da3b: Flapple
0x166da46: Appletun
0x166da51: Silicobra
0x166da5c: Sandaconda
0x166da67: Cramorant
0x166da72: Arrokuda
0x166da7d: Barraskewda
0x166da88: Toxel
0x166da93: Toxtricity
0x166da9e: Sizzlipede
0x166daa9: Centiskorch
0x166dab4: Clobbopus
0x166dabf: Grapploct
0x166daca: Sinistea
0x166dad5: Polteageist
0x166dae0: Hatenna
0x166daeb: Hattrem
0x166daf6: Hatterene
0x166db01: Impidimp
0x166db0c: Morgrem
0x166db17: Grimmsnarl
0x166db22: Obstagoon
0x166db2d: Perrserker
0x166db38: Cursola
0x166db43: Sirfetch'd
0x166db4e: Mr. Rime
0x166db59: Runerigus
0x166db64: Milcery
0x166db6f: Alcremie
0x166db7a: Falinks
0x166db85: Pincurchin
0x166db90: Snom
0x166db9b: Frosmoth
0x166dba6: Stonjourner
0x166dbb1: Eiscue
0x166dbbc: Indeedee
0x166dbc7: Morpeko
0x166dbd2: Cufant
0x166dbdd: Copperajah
0x166dbe8: Dracozolt
0x166dbf3: Arctozolt
0x166dbfe: Dracovish
0x166dc09: Arctovish
0x166dc14: Duraludon
0x166dc1f: Dreepy
0x166dc2a: Drakloak
0x166dc35: Dragapult
0x166dc40: Zacian
0x166dc4b: Zamazenta
0x166dc56: Eternatus
0x166dc61: Kubfu
0x166dc6c: Urshifu
0x166dc77: Zarude
0x166dc82: Regieleki
0x166dc8d: Regidrago
0x166dc98: Glastrier
0x166dca3: Spectrier
0x166dcae: Calyrex
0x166dcb9: Cramorant
0x166dcc4: Cramorant
0x166dccf: Toxtricity
0x166dcda: Sinistea
0x166dce5: Polteageist
0x166dcf0: Alcremie
0x166dcfb: Alcremie
0x166dd06: Alcremie
0x166dd11: Alcremie
0x166dd1c: Alcremie
0x166dd27: Alcremie
0x166dd32: Eiscue
0x166dd3d: Indeedee
0x166dd48: Morpeko
0x166dd53: Zacian
0x166dd5e: Zamazenta
0x166dd69: Eternatus
0x166dd74: Urshifu
0x166dd7f: Zarude
0x166dd8a: Calyrex
0x166dd95: Calyrex
0x166dda0: Meowth
0x166ddab: Ponyta
0x166ddb6: Rapidash
0x166ddc1: Slowpoke
0x166ddcc: Slowbro
0x166ddd7: Farfetch'd
0x166dde2: Koffing
0x166dded: Weezing
0x166ddf8: Mr. Mime
0x166de03: Articuno
0x166de0e: Zapdos
0x166de19: Moltres
0x166de24: Slowking
0x166de2f: Corsola
0x166de3a: Zigzagoon
0x166de45: Linoone
0x166de50: Mime Jr.
0x166de5b: Darumaka
0x166de66: Darmanitan
0x166de71: Darmanitan
0x166de7c: Yamask
0x166de87: Stunfisk
0x166de92: Growlithe
0x166de9d: Arcanine
0x166dea8: Voltorb
0x166deb3: Electrode
0x166debe: Typhlosion
0x166dec9: Qwilfish
0x166ded4: Sneasel
0x166dedf: Samurott
0x166deea: Lilligant
0x166def5: Basculin
0x166df00: Zorua
0x166df0b: Zoroark
0x166df16: Braviary
0x166df21: Sliggoo
0x166df2c: Goodra
0x166df37: Avalugg
0x166df42: Decidueye
0x166df4d: Wyrdeer
0x166df58: Kleavor
0x166df63: Ursaluna
0x166df6e: Basculegion
0x166df79: Basculegion
0x166df84: Sneasler
0x166df8f: Overqwil
0x166df9a: Enamorus
0x166dfa5: Enamorus
0x166dfb0: Venusaur
0x166dfbb: Charizard
0x166dfc6: Blastoise
0x166dfd1: Butterfree
0x166dfdc: Pikachu
0x166dfe7: Meowth
0x166dff2: Machamp
0x166dffd: Gengar
0x166e008: Kingler
0x166e013: Lapras
0x166e01e: Eevee
0x166e029: Snorlax
0x166e034: Garbodor
0x166e03f: Melmetal
0x166e04a: Rillaboom
0x166e055: Cinderace
0x166e060: Inteleon
0x166e06b: Corviknight
0x166e076: Orbeetle
0x166e081: Drednaw
0x166e08c: Coalossal
0x166e097: Flapple
0x166e0a2: Appletun
0x166e0ad: Sandaconda
0x166e0b8: Toxtricity
0x166e0c3: Toxtricity
0x166e0ce: Centiskorch
0x166e0d9: Hatterene
0x166e0e4: Grimmsnarl
0x166e0ef: Alcremie
0x166e0fa: Copperajah
0x166e105: Duraludon
0x166e110: Urshifu
0x166e11b: Urshifu
0x1724dc: Ho perso un po' della mia paghetta\.
0x1724f9: Sapevi che i Pokémon si evolvono?
0x172fc3: Solo gli Allenatori che si sono\ndimostrati degni in battaglia\lpossono passare di qui. ... Tu non\n\nsei degno.
0x177397: Una statua con un interruttore? Non\nne ho mai sentito parlare.
0x177460: Un interruttore segreto! Premilo?
0x17747b: Chi non lo farebbe?
0x177489: Non ancora!
0x1774e3: C'è un interruttore da qualche\nparte che apre un passaggio per\lMaxima.
0x1776de: Probabilmente non arriverò da\nnessuna parte se continuo a stare\lqui.
0x179fd3: Gli altri\. Devono essere stati\nposseduti.
0x17a02b: Devo aver sognato\.
0x17cc56: <0xFD><0x02> min. <0xFD><0x03>.<0xFD><0x04>\nsec.
0x17d80d: Ehi! Come va? Sei già stato nel\nlaboratorio del Professor Log?
0x17d866: Laboratorio di Ricerca Pokémon di\nLog
0x17d87f: <0xFD><0x01>la casa di <0xFD><0x01>
0x17d88a: <0xFD><0x06>casa di <0xFD><0x06>
0x17ff1c: Non stai morendo di caldo in quei\nvestiti?
0x17ff4a: Non riesco proprio a smettere di\nfare shopping! C'è così tanta\lvarietà al <0xFC><0x01><0x06>Grande Magazzino di\n\nDehara<0xFC><0x01><0x04>!
0x180300: Mmm\. Un parco nel mezzo di una città\ndesertica è così rilassante. Dehara\lCity è proprio una meravigliosa\n\noasi paradisiaca!
0x183482: Grotta della Valle
0x18351c: Vado fiero di quanto so sugli\ninsetti.
0x1835b4: Usi il PC di un Centro Pokémon per\nconservare i tuoi Pokémon? Ogni Box\lpuò contenere fino a 30 Pokémon.
0x18364c: Per favore, non fissarmi.
0x1836d9: Se un Box Pokémon nel PC si\nriempie, passa semplicemente a un\laltro Box.
0x18374f: Puoi evitare le lotte non facendoti\nvedere dagli Allenatori.
0x1837cf: E io che pensavo di poter catturare\nchiunque.
0x183849: I Pokémon allenati sono più forti\ndi quelli selvatici.
0x185432: Aspetta! La mia lenza si è\nimpigliata!
0x185488: Con una canna migliore, potrei\npescare Pokémon migliori\.
0x185616: Immagino che si diventa bravi in\nciò che si ama. Beh, mi hai battuto\la Pokémon, ma a pescare non mi\n\nsuperi.
0x1856df: Va bene così. Perdere non mi\ninfastidisce più.
0x185a62: Hai ottenuto quelle Medaglie dai\nCapipalestra. Lo so!
0x18655a: Una bella allenatrice come me che\nsi perde? Impossibile! So\lesattamente dove sto andando\.
0x18671a: Da quassù non si vede, ma c'è un\npassaggio che passa sotto il ponte!
0x1867da: Più il clima è caldo, più divento\nforte!
0x18686f: Devo affinare ulteriormente i miei\nsensi psichici. La prossima volta\lnon sbaglierò.
0x18697c: Avrei giurato che qualcuno sia\nstato appena spinto nell'oceano\.
0x186a55: Adoro sfoggiare i miei Pokémon!
0x1876c5: Colleziono Pokémon marini nei\nweekend perché il mare è così\lvicino.
0x1878b1: So nuotare meglio persino dei\nPokémon marini.
0x1878fe: Vedo laggiù le Rovine del Vuoto!
0x18795b: Puoi usare Sub solo dove il mare è\nscuro.
0x1879d3: Sto guardando il mare per\ndimenticare la brutta cosa che è\lsuccessa!
0x187a50: Le Rovine del Vuoto sono ancora\nmolto lontane. Voglio tornare a\lDresco Town.
0x187aca: Il mio amico voleva nuotare fino\nalle Rovine del Vuoto.
0x187b35: L-le mie gambe! Mi sono venuti i\ncrampi! Glo, glo\.
0x187b94: Se dovessi cavalcare un Pokémon sul\nmare, vorrei un Lapras. Lapras è\lcosì grande che, scommetto, mi\n\nterrebbe all'asciutto sull'acqua.
0x187e83: Vorrei poter cavalcare il mio\nPokémon. Scommetto che tu non sei\lstanco.
0x187ffe: Avrei dovuto potenziare i miei\nPokémon, non me!
0x18806d: Andare in groppa a un Pokémon\nsembra proprio divertente!
0x188139: Le mie perle cresceranno dentro\nCloyster?
0x188555: Sono sfinito! Però mi restano\nancora la gara in bici e la\lmaratona!
0x188f0a: Ho fatto del mio meglio. Non ho\nrimpianti!
0x188f53: Ho fatto del mio meglio, quindi non\nho rimpianti!
0x18909e: Questa aria è splendida!
0x1890f5: Tutti i Pokémon hanno debolezze.\nAnche i più forti. Per questo è\lmeglio allevare Pokémon di tipi\n\ndiversi.
0x1891b3: La vista non è splendida?
0x189281: Vorrei essere bravo quanto te.
0x1892ef: Se il tuo Pokémon si confonde,\nfallo rientrare. È una buona\ltattica.
0x1893ea: Hai lavorato sodo!
0x18947e: Dovrei davvero smetterla di\nattaccare gli Allenatori e dare la\lcolpa a loro\.
0x189657: Per favore, non schizzarmi in\nfaccia! Mi rovineresti il trucco.
0x189e9e: Forse quella puzza è l'odore\ncorporeo del tuo Pokémon sudato\.
0x189fa8: Quest'anno imparerò finalmente a\nnuotare!
0x18a000: Ho appena vinto? O ho perso?
0x18bae0: Quando non posso stare con il mio\nragazzo, passo il tempo con il\lPokémon che mi ha regalato.
0x18c20e: Nel tuo futuro, sento che\nincontrerai molte altre persone.\lCredo che sarete legati l'uno\n\nall'altro da un potere strano.
0x18ca9c: Da lontano, tra le stelle, il\nnostro pianeta è solo una goccia\ld'acqua. Ma vogliamo proteggere\n\nquella goccia d'acqua per tutti.
0x18cb6c: Tua mamma ti ha comprato quelle\nelegantissime Scarpe da Corsa? Deve\lvolerti un gran bene.
0x18d3d1: <0xFD><0x01>! Dovresti fare una breve\npausa.
0x18d3f8: Oh, bene! Tu e i tuoi Pokémon state\nbenissimo. Abbi cura di te!
0x18d43e: C'è un film in TV. Quattro ragazzi\nstanno camminando sui binari del\ltreno. \.Meglio che vada anch'io.
0x18d492: C'è un film in TV. Una ragazza con\ni capelli raccolti in due codini\lsta camminando lungo una strada di\n\nmattoni. \.Meglio che vada anch'io.
0x18d4f9: Ops, lato sbagliato\.
0x18d50b: <0xFD><0x01> ha giocato con il Wii. \.Va\nbene! È ora di andare!
0x18d53b: È un avviso affisso\. Se sei confuso,\nchiedi aiuto! Parla con la gente!
0x18ea45: È il Pokémon del Prof. Log.
0x18ea66: Premi Start per aprire il menu!
0x18ea84: L'opzione Salva è nel menu. Usala\nregolarmente.
0x18eab6: Tutti i tipi di Pokémon hanno punti\ndi forza e di debolezza contro gli\laltri.
0x18eaf4: È un nuovo computer. Oh\. Che\nelegante.
0x18ebe6: Studio i Pokémon come assistente\ndel Prof. Log.
0x18ed81: Il Prof. Log ha trascorso molti\nanni a studiare le statistiche dei\lPokémon. Molti Allenatori vengono\n\nda lui con domande in merito.
0x1902bf: Grazie! Saluta Prof. Log da parte\nmia!
0x19032c: Quel tizio tutto vestito di nero di\nprima faceva paura. Chi era?
0x190365: Dovresti fare scorta di un bel po'\ndi <0xFC><0x01><0x06>Pozioni<0xFC><0x01><0x08>. Non sai mai quando ti\ltroverai in difficoltà e avrai\n\nbisogno di curarti in fretta.
0x190450: I Centri Pokémon curano i tuoi\nPokémon stanchi e affaticati.\lRendono di nuovo tutti i Pokémon\n\ncompletamente sani. La maggior\nparte è gratuita, quindi non essere\ltimido nel curare i tuoi Pokémon.
0x19056c: Tutti i Pokémon hanno <0xFC><0x01><0x06>Tipi<0xFC><0x01><0x08>\nspeciali, come Fuoco o Acqua.\lQuesti determinano quanto bene se\n\nla cavano contro altri Pokémon. I\ntipi dei Pokémon danno anche un\laumento di potenza alle mosse\n\noffensive se coincidono con il tipo\ndella mossa. Questo è noto come\lBonus d'Attacco dello Stesso Tipo,\n\no <0xFC><0x01><0x06>STAB<0xFC><0x01><0x08> in breve.
0x190687: Non so proprio cosa fare. Ogni\npochi giorni questo Pokémon\lorribile entra in casa mia e mi\n\nruba il cibo. Se avessi un Pokédex,\npotrei sapere cos'era e come\lfermarlo\.
0x19073f: Ci sono alcuni oggetti che esistono\nsolo per essere venduti. Se ne\ltrovi uno, dovresti venderlo\n\nsubito. Ho persino sentito dire che\nci sono dei maniaci là fuori che\lcomprano quegli oggetti per una\n\ncifra ancora più alta dei Poké\nMarket.
0x191840: Mio nonno è sopravvissuto al\nmeteorite tanti anni fa! È\lfortissimo!
0x192079: Il Capopalestra, Mirskle, usa\nPokémon che si possono trovare in\l<0xFC><0x01><0x06>Flower Paradise<0xFC><0x01><0x08>. Catturare alcuni\n\nbuoni Pokémon di tipo Ghiaccio\nnella <0xFC><0x01><0x06>Icicle Cave <0xFC><0x01><0x08>può davvero darti\lun vantaggio contro di lui.
0x192116: ti dà un vantaggio contro di lui.
0x1929c2: Repellente non solo tiene lontani i\nPokémon selvatici, ma funziona\lanche sui Pokémon deboli. Metti il\n\ntuo Pokémon più forte a sinistra\nnella Lista Pokémon. Se il primo\lPokémon è forte, l'effetto di\n\nRepellente viene potenziato.
0x192a79: Dovresti cercare di battere il\nmaggior numero possibile di\lPalestre Pokémon. I Poké Mart ti\n\nvenderanno più strumenti se hai più\nmedaglie.
0x193465: Questa città è piuttosto\ntranquilla. Non sono in molti a\lvoler bighellonare in una città in\n\nmezzo a una foresta.
0x193a4b: Ehi, ehi! Sono il <0xFC><0x01><0x06>Valutatore di\nNomi<0xFC><0x01><0x08> ufficiale! Vuoi che valuti i\lsoprannomi dei tuoi Pokémon?
0x193aa6: Il soprannome di quale Pokémon vuoi\nvedere?
0x193ad2: <0xFD><0x02>, eh? Che nick figo! Ma\nvuoi che gli dia un nome più swag?\lChe ne dici?
0x193b36: Bene. Allora, quale dovrebbe essere\nil nuovo soprannome?
0x193b66: Fatto! D'ora in poi, questo Pokémon\nsi chiamerà <0xFD><0x02>! È un nome\lmolto meglio di prima! Sei così\n\nswag!
0x193bd4: Mh-mh. Torna di nuovo.
0x193bf0: Fatto! Da ora in poi, questo\nPokémon si chiamerà <0xFD><0x02>!\lSembra uguale a prima, ma è\n\ncomunque dieci volte più figo! Sei\nfortunatissimo!
0x193c82: <0xFD><0x02>, dici? Che nome figo! Abbi\ncura di <0xFD><0x02>!
0x193cc4: Davvero? È un Uovo!
0x193ec1: Sono il Tipo da Pesca! Adoro alla\nfollia pescare! Non potrei proprio\lfarne a meno. Dimmi, ti piace\n\npescare?
0x193f2a: Grandioso! Mi piace il tuo stile.\nPenso che potremmo essere amici.\lPrendi questo e vai a pescare,\n\ngiovane amico!
0x193f81: <0xFD><0x01> ha ricevuto una Vecchia\nCanna dal Tipo della Pesca.
0x193faf: La pesca è uno stile di vita! È\ncome la poesia più sublime. Dai\lmari ai fiumi, esci e prendi quello\n\ngrosso, amico mio.
0x194028: Oh\. Che delusione\.
0x194045: Ciao, <0xFD><0x01>! Come abboccano i\npesci?
0x19406f: Oh, no! Avevo un bel regalo per te,\nma non hai spazio per prenderlo!
0x194234: Hai mai voluto risfidare qualcuno\ngià affrontato? Io sì. Per questo\ldistribuisco questi strumenti.\n\nPrendine uno!
0x19430f: Usa questo dispositivo e troverai\nAllenatori pronti alla rivincita.\lDevi caricarne la batteria per\n\nusarlo.
0x194381: Come si usa il Cercasfide? È\nsemplice. Usalo e gli Allenatori\lvicini ti noteranno. Se qualcuno\n\nvuole la rivincita, lo saprai\nsubito. Carica la batteria e usalo\lsu una strada.
0x1949cb: Ciao! Hai un <0xFD><0x02>? Vuoi\nscambiarlo con il mio <0xFD><0x03>?
0x1949fd: Che peccato.
0x194a0d: \.Questo non è un <0xFD><0x02>. Se ne\ntrovi uno, per favore scambiamelo!
0x194a44: Grazie!
0x194a4f: Come sta il mio vecchio <0xFD><0x03>?\nIl mio <0xFD><0x02> sta benissimo!
0x195471: Molte persone a Blizzard City\napprezzano le raffinate\lprelibatezze della vita. Per\n\nesempio i Pokémon arrosto.
0x1954dd: Salve! Benvenuto al Grande\nMagazzino di Dehara! La bacheca sul\lmuro descrive la disposizione del\n\nnegozio.
0x195638: 2F: Mercato degli Allenatori,\narticoli di prima qualità per\lAllenatori!
0x195bba: Qui si vendono solo potenziatori\ndelle statistiche dei Pokémon. PS\lSu aumenta gli PS base di un\n\nPokémon. Calcio aumenta la\nstatistica base Att. Sp. di un\lPokémon. Zinco potenzia la\n\nstatistica base Dif. Sp. di un\nPokémon. Carbos potenzia la\lstatistica base Velocità.
0x195ca0: Sono qui per i potenziatori delle\nstatistiche dei Pokémon. Le\lProteine aumentano la statistica\n\nbase di Attacco. Il Ferro aumenta\nla statistica base di Difesa.
0x1962bf: Buonanotte a tutti.
0x1962d7: Sono l'artista degli sprite! Ti ho\ndisegnato!
0x1962fb: Sono il grafico! Ho realizzato la\nfantastica illustrazione di\lsupporto e il logo!
0x196356: Sono il creatore del gioco!\nCompletare il tuo Pokédex è duro,\lma non mollare! Quando avrai\n\nfinito, vieni a dirmelo!
0x1964a8: Stanza di sviluppo di Unbound
0x1969dc: No? Vieni a giocare ogni tanto!
0x1969fb: Oh, mi dispiace. Non hai una Coin\nCase.
0x196a26: Ops! La tua Portamonete è piena.
0x196a46: Non puoi permetterti i gettoni.
0x196a62: Grazie. Ecco le tue monete!
0x196a82: Tienilo per te. Si dice che queste\nmacchine siano truccate.
0x196ac7: Penso che queste macchine abbiano\nprobabilità diverse.
0x196af3: Ragazzino, vuoi giocare?
0x196b0d: <0xFD><0x01> ha ricevuto 10 Gettoni\ndall'uomo.
0x196b30: Non hai bisogno dei miei Gettoni!
0x196b49: Le vittorie sembrano andare e\nvenire. Nulla è sicuro.
0x196b7b: Questi giochi da slot\. Che tu vinca\no perda, è solo questione di\lfortuna.
0x196cfe: I giochi fanno paura! È così facile\ndiventarne dipendenti!
0x196d2b: Ciao, vuoi dei Gettoni?
0x196d47: <0xFD><0x01> ha ricevuto 20 gettoni dal\nbravo ragazzo.
0x196d6f: Hai un sacco di Gettoni!
0x196d87: Accidenti! Mi servono più Gettoni\nper il Pokémon che voglio!
0x196db7: Ehi, che? Mi stai scombussolando!\nEcco alcuni Gettoni, ora via!
0x196df8: <0xFD><0x01> ha ricevuto 20 Gettoni\ndall'uomo.
0x196e1b: Hai già un sacco di Gettoni tuoi!
0x196e40: Il trucco è osservare attentamente\ni rulli.
0x196f0d: Serve un Portamonete\.
0x196f26: Ops! Non hai la Portamonete!
0x196f46: Una slot machine! Vuoi giocare?
0x196f64: FUORI SERVIZIO Questo è rotto.
0x196f81: FUORI A PRANZO Questo è riservato.
0x196fa0: Le chiavi di qualcuno! Torneranno.
0x19703e: Serve un Portamonete\.
0x197057: Scambiamo i tuoi gettoni con premi.
0x19709d: Allora vuoi <0xFD><0x02>?
0x1970b2: Va bene, vuoi proprio una MT di\n<0xFD><0x03>?
0x1970d5: Spiacente, ti serviranno più\nGettoni di così.
0x19745d: Dovresti fare spazio per questo.
0x197874: Palestra Pokémon di Dehara: Galavan\nAllenatori vittoriosi: <0xFD><0x06>
0x1978ac: Palestra Pokémon di Dehara: Galavan\nAllenatori vincenti: <0xFD><0x06>,\l<0xFD><0x01>
0x1979c1: Accidenti\. Ho speso tutti i miei\nsoldi al Game Corner! Sembra che\lnon mi servirà più!
0x197a38: <0xFD><0x01> ha ricevuto un Portamonete\ndall'uomo.
0x197a5e: Fai spazio a questo!
0x197a72: Ho sempre pensato di poter vincere\.
0x1980bc: Avrei giurato di aver visto il\ncommesso rubare dalla cassa\.
0x198bbb: Un giorno diventerò un ninja! I\nmiei genitori colpiscono con la\lforza bruta, ma io sarò furtivo!
0x198c1f: Uah! Sposta i massi con la pura\nforza! Prendi questo!
0x19918e: Sono il fratello maggiore del Guru\ndella Pesca. Adoro la pesca! Non\lsopporto di restarne senza. Dimmi,\n\nti piace pescare?
0x199207: Grandioso! Mi piace il tuo stile.\nPenso che potremmo essere amici.\lPrendi questo e vai a pescare,\n\ngiovane amico!
0x19925e: <0xFD><0x01> ha ricevuto una Canna\nBuona dal fratello del Guru della\lPesca.
0x199296: La pesca è uno stile di vita! È\ncome la più raffinata poesia. Una\lvecchia Canna Vecchia poteva\n\ncatturare solo Magikarp, sì? Ma con\nuna Buona Canna, puoi catturare\lPokémon molto migliori.
0x199337: Oh\. Che delusione\.
0x199354: Ciao, <0xFD><0x01>! Come abboccano i\npesci?
0x19937e: Oh, no! Avevo un regalo per te, ma\nnon hai spazio per prenderlo!
0x1993b9: Uh\. Er, sì, sono il Cancellamosse.\nPosso far dimenticare le mosse ai\lPokémon. Vuoi che lo faccia?
0x199421: Quale Pokémon dovrebbe dimenticare\nuna mossa?
0x199445: Quale mossa dovrebbe essere\ndimenticata?
0x199465: <0xFD><0x02> sembra conoscere una sola\nmossa\.
0x199485: Hm! <0xFD><0x02>'s <0xFD><0x03>? Quella\nmossa dovrebbe essere dimenticata?
0x1994b1: Ha funzionato alla perfezione!\n<0xFD><0x02> ha dimenticato\lcompletamente <0xFD><0x03>.
0x1994ea: Torna pure se ci sono altre mosse\nda dimenticare.
0x19951f: Cosa? Nessun Uovo dovrebbe\nconoscere mosse.
0x19a4f8: Questa città ha da sempre un\nproblema con gli incubi. Se vuoi\lscegliere un posto in cui vivere,\n\nprobabilmente sarebbe meglio vivere\naltrove.
0x19a5be: Hai bisogno di un modo per scendere\ndalla montagna? Il mio Abra e io\lsaremo più che felici di\n\nteletrasportarti giù. Che ne dici?\nVuoi farti teletrasportare?
0x19a6b1: Bra!
0x19a7a0: Non hanno X Attacco? Mi piace\nperché aumenta la statistica\lAttacco in battaglia.
0x19a7f1: Avere oggetti extra non fa mai\nmale. Non sai mai cosa potrebbe\lsuccedere.
0x19b8b9: Non sono troppo giovane per Mel!\nLasciami in pace!
0x19bab4: Mel ha bisogno di qualcuno che\ndipinga il suo bell'aspetto!
0x19bbb3: Non ti piace il design di questa\npalestra? È così bello che\ldev'essere per forza opera di un\n\ngenio!
0x19bdfe: Capopalestra di Fallshore: Mel\nAllenatori vincitori: <0xFD><0x06>
0x19be37: Capopalestra di Fallshore: Mel\nAllenatori vincitori: <0xFD><0x06>,\l<0xFD><0x01>
0x19bff1: Se hai la <0xFC><0x01><0x06>Medaglia Autunno<0xFC><0x01><0x04>, puoi\ncomprare <0xFC><0x01><0x06>Ultra Ball<0xFC><0x01><0x04>! Sono molto\lmigliori delle Mega Ball per\n\ncatturare Pokémon.
0x19c0b4: Ho sentito che un gruppo di persone\nsta combinando guai sul <0xFC><0x01><0x06>Percorso 9<0xFC><0x01><0x08>.
0x19c0f7: Ogni passo che fai, i tuoi Pokémon\nsi affezionano sempre di più a te.\lSe hai un Pokémon all'Asilo\n\nPokémon, crescerà di livello anche\nlui.
0x19c177: Hai sentito? Qualcuno ha pensato ai\nteppisti sul Percorso 9!
0x19e9e5: Ciao! Sono uno degli Assistenti del\n<0xFC><0x01><0x06>Prof. Log<0xFC><0x01><0x04>. Se il tuo Pokédex ha\ldati completi su <0xFC><0x01><0x06><0xFD><0x02><0xFC><0x01><0x04> specie,\n\ndovrei darti una ricompensa.\nQuindi, <0xFD><0x01>, lasciami\lchiederti. Hai raccolto dati su\n\nalmeno <0xFC><0x01><0x06><0xFD><0x02><0xFC><0x01><0x04> specie di Pokémon?
0x19eae4: Grande! Hai catturato <0xFC><0x01><0x06><0xFD><0x04><0xFC><0x01><0x04>\nspecie di Pokémon! Congratulazioni!\lEcco a te!
0x19eb59: Ci sono oggetti a terra che\npotrebbero essere nascosti alla\lvista. Usa il <0xFC><0x01><0x06>Rilevatore<0xFC><0x01><0x04> per\n\nindividuare eventuali oggetti\nnascosti nelle vicinanze. La\lmacchina ha dei limiti. Non può\n\nindicare la posizione esatta degli\noggetti. Si limita a mostrare la\ldirezione in cui si trovano. Usalo\n\nper orientarti, poi cerca l'area a\nmano.
0x19efe0: Sono il fratello minore del Guru\ndella Pesca. Adoro pescare! Non\lriesco a starne lontano. Dimmi, ti\n\npiace pescare?
0x19f05b: Grandioso! Mi piace il tuo stile.\nPenso che potremmo essere amici.\lPrendi questo e vai a pescare,\n\ngiovane amico!
0x19f0b2: <0xFD><0x01> ha ricevuto una Super Amo\ndal fratello del Guru della Pesca.
0x19f0eb: La pesca è uno stile di vita! È\ncome la poesia più raffinata. Dai\lmari ai fiumi, esci e porta a casa\n\nil grande pesce, amico mio. Ora, ho\nuna richiesta. Se catturi un grande\lMagikarp con quella canna, voglio\n\nvederlo. Per quanto ami pescare,\namo anche vedere Magikarp enormi.
0x19f1fa: Oh\. Che delusione\.
0x19f217: Ciao, <0xFD><0x01>! Sei stato a\npescare? Prova a pescare con il\lSuper Amo in qualsiasi specchio\n\nd'acqua. Troverai Pokémon diversi\nin luoghi diversi. Ah, e non\ldimenticarti di portarmi dei\n\nMagikarp giganteschi.
0x19f2db: Oh? <0xFD><0x01>? Ma guarda, se non è\nun Magikarp! Fammi dare\lun'occhiata, presto!
0x19f31b: \.\.\.\. \. \.Whoa! <0xFD><0x03> pollici! Hai una\nrara sensibilità per gli aspetti\lraffinati e poetici della pesca!\n\nDevi prenderlo. Insisto!
0x19f395: Non vedo l'ora di vedere risultati\nancora migliori da te!
0x19f3cb: Eh? <0xFD><0x03> pollici? Ha la stessa\ndimensione di quella che ho visto\lprima.
